ID,LONG,LAT,SETCENS,AREAP,CODDIST,DISTRITO,CODSUBPREF,SUBPREF,REGIAO5,REGIAO8,NOME,ESPACO,ENDERECO,TELEFONE,BAIRRO,CEP,CT_TIPO,CT_DEPADM,INAUGURACAO,ASSENTOS
300,-46689247,-23558650,355030862000008,3550308005054,63,PINHEIROS,11,PINHEIROS,Oeste,Oeste,Gravura Brasileira - Fradique,,"R Fradique Coutinho, 953",3097-0301,Jardim América,,4,4
301,-46688578,-23558500,355030862000009,3550308005054,63,PINHEIROS,11,PINHEIROS,Oeste,Oeste,Atelier Piratininga,,"R Fradique Coutinho, 934",3816-6891,Vila Madalena,,4,4
302,-46688964,-23557941,355030862000009,3550308005054,63,PINHEIROS,11,PINHEIROS,Oeste,Oeste,Galeria Favo,,R Fradique Coutinho. 1004,3812-6571,Pinheiros,,4,4
303,-46688192,-23558043,355030862000009,3550308005054,63,PINHEIROS,11,PINHEIROS,Oeste,Oeste,Espaço + Soma,,"R Fidalga, 98",3034-0515,Pinheiros,,4,4
304,-46686809,-23556122,355030862000027,3550308005054,63,PINHEIROS,11,PINHEIROS,Oeste,Oeste,Galeria Eduardo H. Fernandes,,"R Harmonia, 145",3812-3894,Sumarezinho,,4,4
305,-46687251,-23554238,355030862000027,3550308005054,63,PINHEIROS,11,PINHEIROS,Oeste,Oeste,A Estufa,,"R Wisard, 53",3814-2300,Vila Madalena,,4,4
306,-46693844,-23551667,355030862000048,3550308005054,63,PINHEIROS,11,PINHEIROS,Oeste,Oeste,Casa da Xiclet,,"R Fradique Coutinho, 1855",7314-4550,Pinheiros,,4,4
307,-46679699,-23556697,355030845000143,3550308005025,44,JARDIM PAULISTA,11,PINHEIROS,Oeste,Oeste,Galeria Choque Cultural,,"R João Moura, 997",3061-4051,Pinheiros,,4,4
308,-46684033,-23536774,355030860000040,3550308005055,61,PERDIZES,8,LAPA,Oeste,Oeste,Miolo Espaço de Arte Contemporanea,,"Av Prof. Alfonso Bovero, 1022",9777-9654,Perdizes,,4,4
309,-46677467,-23560129,355030845000079,3550308005024,44,JARDIM PAULISTA,11,PINHEIROS,Oeste,Oeste,Galeria  Val de Almeida Jr.,,"R Artur de Azevedo, 613",5096-1175,Pinheiros,,4,4
310,-46675606,-23559166,355030845000082,3550308005024,44,JARDIM PAULISTA,11,PINHEIROS,Oeste,Oeste,Gabinete de Arte Raquel Arnaud,,"R Artur de Azevedo, 401",3083-6322,Cerqueira César,,4,4
311,-46669790,-23560107,355030845000085,3550308005025,44,JARDIM PAULISTA,11,PINHEIROS,Oeste,Oeste,Rarebit,,"R Mello Alves, 360",3081-4350,Jardim Paulista,,4,4
312,-46669407,-23559546,355030845000086,3550308005025,44,JARDIM PAULISTA,11,PINHEIROS,Oeste,Oeste,IQ Art Gallery,,"R Dr Melo Alves, 294",3062-8813,Cerqueira César,,4,4
313,-46666646,-23558513,355030845000087,3550308005025,44,JARDIM PAULISTA,11,PINHEIROS,Oeste,Oeste,Livraria Futuro Infinito,,"Al Franca, 1567",3064-5358,Jardim Paulista,,4,4
314,-46665480,-23559217,355030845000173,3550308005025,44,JARDIM PAULISTA,11,PINHEIROS,Oeste,Oeste,Galeria Paulistana,,"Al Franca, 1.430",3063-4643,Jardim Paulista,,4,4
315,-46664199,-23560073,355030845000033,3550308005025,44,JARDIM PAULISTA,11,PINHEIROS,Oeste,Oeste,Estação SP Design,,"R Haddock Lobo, 1012",3898-2335,Cerqueira César,,4,4
316,-46664307,-23558918,355030845000033,3550308005025,44,JARDIM PAULISTA,11,PINHEIROS,Oeste,Oeste,Galeria Monica Filgueiras,,"R Bela Cintra, 1533",3082-5292,Cerqueira César,,4,4
317,-46663188,-23559064,355030845000056,3550308005025,44,JARDIM PAULISTA,11,PINHEIROS,Oeste,Oeste,Escritório de Arte Oswaldo Kathalian,,"R Haddock Lobo, 858",3082-9002,Cerqueira César,,4,4
318,-46662264,-23559501,355030845000056,3550308005025,44,JARDIM PAULISTA,11,PINHEIROS,Oeste,Oeste,Emma Thomas,,"R Augusta, 2052, cj. 2",,Cerqueira César,,4,4
319,-46661984,-23559978,355030845000057,3550308005024,44,JARDIM PAULISTA,11,PINHEIROS,Oeste,Oeste,Aogosto Augusta,,"R Augusta, 2.161",3082-1830,Jardim Paulista,,4,4
320,-46664471,-23554343,355030826000039,3550308005013,26,CONSOLACAO,9,SE,Centro,Centro,Galeria Vermelho,,"R Minas Gerais, 350",3257-2033,Centro,,4,4
321,-46661978,-23556008,355030845000093,3550308005025,44,JARDIM PAULISTA,11,PINHEIROS,Oeste,Oeste,Instituto Cultural Cervantes,,"Av Paulista, 2439 - terreo",3897-9609,Consolação,,4,4
322,-46663916,-23551097,355030826000018,3550308005013,26,CONSOLACAO,9,SE,Centro,Centro,Casa,,"R Itápolis, 1468",3821-6900,Pacaembu,,4,4
323,-46672196,-23540039,355030860000051,3550308005026,61,PERDIZES,8,LAPA,Oeste,Oeste,Galeria Judith Dapra,,"R Monte Alegre, 1286",3675-8687,Perdizes,,4,4
324,-46665106,-23530866,355030806000020,3550308005029,06,BARRA FUNDA,8,LAPA,Oeste,Oeste,Caribe Galeria de Arte,,"R Monte Alegre, 47",3862-6362,Perdizes,,4,4
325,-46698522,-23521372,355030848000010,3550308005058,48,LAPA,8,LAPA,Oeste,Oeste,Senac Lapa Scipião - geleria,,"R Scipião, 67",3866-2500,Lapa,,4,4
326,-46649574,-23593172,355030890000223,3550308005046,92,VILA MARIANA,12,VILA MARIANA,Sul,Sul 1,Galeria São Paulo,,"R Estado de Israel, 1456",3062-8855,Jardim Paulistano,,4,4
327,-46653496,-23587460,355030832000011,3550308005049,53,MOEMA,12,VILA MARIANA,Sul,Sul 1,Fundação Bienal de São Paulo,Porao das Artes,"Av Pedro Álvares Cabral, s/n, portao 3",4003-1212,Parque Ibirapuera,,4,4
328,-46647178,-23588084,355030890000153,3550308005021,92,VILA MARIANA,12,VILA MARIANA,Sul,Sul 1,Graphias Casa da Gravura,,"R Joaquim Távora, 1.605",5539-1358,Vila Mariana,,4,4
329,-46652409,-23579477,355030832000036,3550308005049,53,MOEMA,12,VILA MARIANA,Sul,Sul 1,Galeria Jacques Ardies,,"R do Livramento, 221",3051-3625,Ibirapuera,,4,4
330,-46657787,-23573982,355030845000141,3550308005024,44,JARDIM PAULISTA,11,PINHEIROS,Oeste,Oeste,Spazio Surreale,,"R Caconde, 132",3884-8449,Vila Mariana,,4,4
331,-46661143,-23565740,355030845000018,3550308005024,44,JARDIM PAULISTA,11,PINHEIROS,Oeste,Oeste,Galeria Arte 57,,"R Tatui, 104",3081-9800,Jardim Paulista,,4,4
332,-46661028,-23564932,355030845000018,3550308005024,44,JARDIM PAULISTA,11,PINHEIROS,Oeste,Oeste,Adriana Penteado Arte Contemporânea,,"R Peixoto Gomide, 1.503",3081-1012,Jardim Paulista,,4,4
333,-46660049,-23565055,355030845000017,3550308005024,44,JARDIM PAULISTA,11,PINHEIROS,Oeste,Oeste,Ana Claudia Roso Escritório de Arte,,"R José Maria Lisboa, 1.008 - Sobreloja",3063-3707,Jardim Paulista,,4,4
334,-46656542,-23566841,355030845000104,3550308005023,44,JARDIM PAULISTA,11,PINHEIROS,Oeste,Oeste,Galeria Vanbax,,"R Pamplona, 1.135",3253-7793,Jardim Paulista,,4,4
335,-46654035,-23563066,355030845000098,3550308005023,44,JARDIM PAULISTA,11,PINHEIROS,Oeste,Oeste,Centro Cultural FIESP - Galeria de Arte do Sesi,,"Av Paulista, 1.313",3146-7405,Bela Vista,,4,4
336,-46645258,-23570202,355030890000197,3550308005022,92,VILA MARIANA,12,VILA MARIANA,Sul,Sul 1,Galeria SESC Paulista,,"Av Paulista, 119",3179-3400,Bela Vista,,4,4,,230
337,-46638519,-23589488,355030890000012,3550308005021,92,VILA MARIANA,12,VILA MARIANA,Sul,Sul 1,Galeria Fotoforma,,"R Alcindo Parreira, 50",5575-2917,Vila Mariana,,4,4,,
338,-46639642,-23588735,355030890000065,3550308005021,92,VILA MARIANA,12,VILA MARIANA,Sul,Sul 1,Faculdade  Belas Artes de São  Paulo,,"R Álvaro Alvim, 76",5576-7300,Vila Mariana,,4,4,,
339,-46639847,-23586104,355030890000034,3550308005021,92,VILA MARIANA,12,VILA MARIANA,Sul,Sul 1,Ateliª Sandro Solsona,,"R França Pinto, 378",,Vila Mariana,,4,4,,
340,-46659768,-23558033,355030845000095,3550308005024,44,JARDIM PAULISTA,11,PINHEIROS,Oeste,Oeste,Centro Cultural da Caixa - Conjunto Nacional,,"Av Paulista, 2.083",3171-1725,Jardim Paulista,,4,4,,
341,-46656524,-23559323,355030807000098,3550308005009,07,BELA VISTA,9,SE,Centro,Centro,Parque Av Galeria de Arte,,"Av Paulista, 1776",3287-9260,Bela Vista,,4,4,,
342,-46657137,-23556187,355030826000107,3550308005013,26,CONSOLACAO,9,SE,Centro,Centro,Galeria Seta - Escritório de Arte,,"R Antônio Carlos, 282",288-6860,Cerqueira César,,4,4,,
343,-46660288,-23550123,355030826000017,3550308005013,26,CONSOLACAO,9,SE,Centro,Centro,Casa das Artes Galeria,,"R Bahia, 871",3661-9595,Higienópolis,,4,4,,
344,-46655267,-23551932,355030826000034,3550308005013,26,CONSOLACAO,9,SE,Centro,Centro,Faleria Mercúrio,,"R Bela Cintra, 350",,Indianópolis,,4,4,,
345,-46651683,-23557411,355030807000080,3550308005011,07,BELA VISTA,9,SE,Centro,Centro,Centro Fecomércio de Eventos,,"R Dr Plinio Barreto, 285",3151-6444,Bela Vista,,4,4,,
346,-46652074,-23553575,355030807000129,3550308005009,07,BELA VISTA,9,SE,Centro,Centro,Galeria IMS (Shopping Frei Caneca),,"R Frei Caneca, 569, 3º piso",3472-2414,Cerqueira César,,4,4,,
347,-46652074,-23553575,355030807000129,3550308005009,07,BELA VISTA,9,SE,Centro,Centro,Instituto Moreira Salles,Galeria IMS  (Shopping Frei Caneca),"R Frei Caneca, 569, 3º piso",3255-8816,Higienópolis,,4,4,,
348,-46648106,-23557371,355030807000033,3550308005011,07,BELA VISTA,9,SE,Centro,Centro,Escritório de Arte de São Paulo,,"R Conselheiro Carrao, 640",,Bela Vista,,4,4,,
349,-46647067,-23558982,355030807000012,3550308005010,07,BELA VISTA,9,SE,Centro,Centro,Galeria Deco,,"R dos Franceses, 153",3289-7067,Bela Vista,,4,4,,
350,-46651953,-23551276,355030826000066,3550308005013,26,CONSOLACAO,9,SE,Centro,Centro,Escritório de Arte Augusta 664,,"R Augusta, 664",3346-4504,Consolação,,4,4,,
351,-46650484,-23545596,355030826000057,3550308005012,26,CONSOLACAO,9,SE,Centro,Centro,Centro Universitário Maria Antônia,,"R Maria Antônia, 294",3255-7182,Vila Buarque,,4,4,,
352,-46645392,-23549985,355030866000028,3550308005002,67,REPUBLICA,9,SE,Centro,Centro,Calligraphia Galeria e Loja de Arte,,"R Avanhandava, 40A",3151-6477,Bela Vista,,4,4
353,-46657893,-23543778,355030826000009,3550308005012,26,CONSOLACAO,9,SE,Centro,Centro,Instituto Europeu Designe - IED,,"R Maranhao, 617",3660-8000,Jardim Paulista,,4,4
354,-46657023,-23541742,355030826000050,3550308005012,26,CONSOLACAO,9,SE,Centro,Centro,Espaço Arte M. Mizrahi,,"Av Higienópolis, 618 - piso Higienópolis (loja 342)",3823-2828,Higienópolis,,4,4
355,-46654481,-23531761,355030869000035,3550308005027,70,SANTA CECILIA,9,SE,Centro,Centro,Triad3,,"R Brig. Galvão, 296",3661-3595,Barra Funda,,4,4
356,-46655055,-23530832,355030869000036,3550308005027,70,SANTA CECILIA,9,SE,Centro,Centro,Ponto Cultural do Instituto Religare,,"R Lopes de Oliveira, 492",3825-9036,Barra Funda,,4,4
357,-46652066,-23540910,355030869000108,3550308005014,70,SANTA CECILIA,9,SE,Centro,Centro,Pussycat  Galeria,,"R Jaguaribe, 482",9127-6735,Higienópolis,,4,4
358,-46651791,-23540389,355030869000108,3550308005014,70,SANTA CECILIA,9,SE,Centro,Centro,Central,,"R Fortunato , 236",3333-6839,Vila Buarque,,4,4
359,-46650031,-23541042,355030869000103,3550308005014,70,SANTA CECILIA,9,SE,Centro,Centro,"Galeria 10,20 x 3,60",,"R Jaguaribe, 262",3362-0468,Santa Cecília,,4,4
360,-46651081,-23532462,355030869000005,3550308005014,70,SANTA CECILIA,9,SE,Centro,Centro,Espaço 465,,"R Vitorino Carmilo, 465",3667-6026,Barra Funda,,4,4
361,-46642259,-23546002,355030866000001,3550308005003,67,REPUBLICA,9,SE,Centro,Centro,Estúdio Risco,,"Av São Luís, 187 - 2º andar, loja 4",9127-0707,Centro,,4,4
362,-46641097,-23545448,355030866000001,3550308005003,67,REPUBLICA,9,SE,Centro,Centro,Atelier Centro de São Paulo,,"R Sete de Abril, 235 conj. 502",3079-2055,Centro,,4,4
363,-46636971,-23557378,355030849000087,3550308005008,49,LIBERDADE,9,SE,Centro,Centro,Galeria de Arte - Espaço Cultural Casa de Portugal,,"Av Liberdade, 602",3209-5554,Liberdade,,4,4
364,-46636156,-23547033,355030878000006,3550308005001,80,SE,9,SE,Centro,Centro,Museu de Arte de São  Paulo - MASP - Galeria Prestes Maia,,Vale do Anhangaba? c/ Pc Patriarca,,Centro,,4,4
365,-46634254,-23545266,355030878000006,3550308005001,80,SE,9,SE,Centro,Centro,Salve Jorge Centro,,"Pc Antônio Prado, 33",3812-4342,Centro,,4,4
366,-46633832,-23544963,355030878000007,3550308005001,80,SE,9,SE,Centro,Centro,Espaço Cultural da Bolsa,,"Pc Antônio Prado, 48",3119-2404,Centro,,4,4
367,-46641771,-23541045,355030866000035,3550308005003,67,REPUBLICA,9,SE,Centro,Centro,Bruno Musatti,,"R Pedro Américo, 32, 14º andar, conjunto A",3361-9990,Centro,,4,4
368,-46644604,-23529877,355030869000098,3550308005014,70,SANTA CECILIA,9,SE,Centro,Centro,Espaço Porto Seguro de Fotografia,,"Al Barão de Piracicaba, 740",,Campos Elíseos,,4,4,
369,-46615878,-23560604,355030814000011,3550308005006,14,CAMBUCI,9,SE,Centro,Centro,Design & Graphic Center,,"R Dona Ana Neri, 793",3385-7304,Cambuci,,4,4,
370,-46559040,-23535470,355030880000030,3550308005036,82,TATUAPE,25,MOOCA,Leste,Leste 1,Espaço de Artes Unicid,,"R Cesário Galeno, 475",6190-1310,Tatuapé,,4,4,
371,-46712603,-23611204,355030854000084,3550308005104,55,MORUMBI,10,BUTANTA,Oeste,Oeste,Capela do Morumbi - integra Museu da Cid. SP,,"Av Morumbi, 5.387",3772-4301,Morumbi,05650-00,5,1,1980/01/25
372,-46720942,-23583729,355030812000135,3550308005105,12,BUTANTA,10,BUTANTA,Oeste,Oeste,Museu do Folclore - Casa do Sertanista,,"Pc Dr Ennio Barbato, s/n",3721-9096,Caxingui,,5,1,1947
373,-46709356,-23561028,355030812000053,3550308005105,12,BUTANTA,10,BUTANTA,Oeste,Oeste,Casa do Bandeirante,,"Pc Monteiro Lobato, s/n",3031-0920,Butantã,05506-03,5,1,1954
374,-46664692,-23548705,355030826000007,3550308005013,26,CONSOLACAO,9,SE,Centro,Centro,Museu do Futebol,Estadio do Pacambu- Complexo esportivo,"Pc Charles Miller, s/n",3663-3848,Pacaembu,,5,1,
375,-46644228,-23650004,355030838000025,3550308005095,37,JABAQUARA,15,JABAQUARA,Sul,Sul 1,Museu do Sitio da Ressaca,,"R Nadra Raffoul Mokodsi, 3",2577-5461,Jabaquara,,5,1,1979
376,-46648523,-23594991,355030890000175,3550308005046,92,VILA MARIANA,12,VILA MARIANA,Sul,Sul 1,Memorial do Ensino Municipal,,"R Diogo de Faria, 1247",5080-5055,Vila Clementino,,5,1,1995
377,-46632700,-23595772,355030890000056,3550308005046,92,VILA MARIANA,12,VILA MARIANA,Sul,Sul 1,Casa Modernista,,"R Santa Cruz, 325",,Vila Mariana,04121-000,5,1,
378,-46655461,-23585872,355030832000011,3550308005049,53,MOEMA,12,VILA MARIANA,Sul,Sul 1,Museu Afrobrasil,,"R Pedro Álvares Cabral, s/n - Portao 10, Pavilhão Padre Manoel da Nóbrega",5579-0593,Parque Ibirapuera,,5,1,2004
379,-46639819,-23569854,355030849000103,3550308005008,49,LIBERDADE,9,SE,Centro,Centro,Pinacoteca Municipal - Centro Cultural São Paulo,,"R Vergueiro, 1.000",3277-3277,Liberdade,,5,1,
380,-46648772,-23544521,355030826000098,3550308005012,26,CONSOLACAO,9,SE,Centro,Centro,Acervo e Museu Monteiro Lobato,,"R Gal Jardim, 485",3256-4122,Consolação,,5,1,1959
381,-46638074,-23545389,355030866000003,3550308005003,67,REPUBLICA,9,SE,Centro,Centro,Museu do Teatro Municipal,,"Baixos do Viaduto do Cha, s/n",3241-3815,Centro,01049-00,5,1,1983
382,-46630784,-23547964,355030878000002,3550308005001,80,SE,9,SE,Centro,Centro,"Museu da Cidade de São Paulo ""Solar da Marquesa de Santos""",,"R Roberto Simonsen, 136 - Pátio do Colégio",3106-2218,Centro,01017-02,5,1,
383,-46630784,-23547964,355030878000002,3550308005001,80,SE,9,SE,Centro,Centro,Casa da Imagem (antiga Casa nº 1),,"R Roberto Simonsen, 136 - B",3105-2030,Centro,01017-02,5,1,1976?
384,-46631626,-23547124,355030878000001,3550308005001,80,SE,9,SE,Centro,Centro,Museu e Capela Padre Jose de  Anchieta,,"Pc Patio do Colegio, 2",3105-6899,Centro,,5,1,1979
385,-46633300,-23529287,355030809000012,3550308005004,09,BOM RETIRO,9,SE,Centro,Centro,Arquivo Historico Municipal,,"Pc Cel. Fernando Prestes, 152",3326-1010,Luz,01124-06,5,1,1907
386,-46609172,-23580816,355030834000009,3550308005019,33,IPIRANGA,13,IPIRANGA,Sul,Sul 1,Capela Imperial/Casa do Grito,,"Parque da Independência, s/n",6168-0012,Ipiranga,04261-07,5,1,1952
387,-46609918,-23578196,355030834000095,3550308005019,33,IPIRANGA,13,IPIRANGA,Sul,Sul 1,Espaço Museolúrrgico do Monumento ? Independªncia,,"Parque da Independência, s/n",6168-0012,Ipiranga,04261-07,5,1,1922
388,-46648563,-23506329,355030821000032,3550308005062,21,CASA VERDE,4,CASA VERDE-CACHOEIRINHA,Norte,Norte 1,Sitio Morrinhos (Centro de Arqueologia de São  Paulo),,"R Santo Anselmo, 101",2236-6121,Jardim Sao  Bento,,5,1,
389,-46624518,-23524358,355030856000008,3550308005015,57,PARI,25,MOOCA,Leste,Leste 1,Museu dos Transportes Públicos Gaetano Ferolla,,"Av Cruzeiro do Sul, 780 - Estação Armênia",3315-8884,Pari,,5,1,1985
390,-46468284,-23569880,355030857000078,3550308005205,58,PARQUE DO CARMO,27,ITAQUERA,Leste,Leste 2,Museu do Meio Ambiente  - Parque do Carmo,,"Av Afonso de Sampaio e Souza, 951",6748-0010,Jd. Nossa do Carmo,,5,1,
391,-46711535,-23600707,355030854000067,3550308005104,55,MORUMBI,10,BUTANTA,Oeste,Oeste,Acervo do Palácio dos Bandeirantes,,"Av Morumbi, 4.500",3845-3263,Morumbi,,5,2,1985
392,-46739389,-23564193,355030812000020,3550308005105,12,BUTANTA,10,BUTANTA,Oeste,Oeste,Museu de Anatomia Humana Prof. Alfonso Bovero,,"Edif.  Biomédicas III - sala 4 - Av Prof. Lineu Prestes, 2.415",3091-7360,Cidade Universitária,05508-900,5,2,1999/03/10
393,-46731436,-23560223,355030812000038,3550308005105,12,BUTANTA,10,BUTANTA,Oeste,Oeste,Museu Oceanografico do Instituto Oceanografico da Universidade de São  Paulo,,"Pc Oceanografico, 191 - USP",3091-6501,Cidade Universitária,,5,2,1988
394,-46728343,-23561032,355030812000038,3550308005105,12,BUTANTA,10,BUTANTA,Oeste,Oeste,Museu de Geociências da USP,,"R do Lago, 562",3091-3952,Cidade Universitária,05508-080,5,2,1934
395,-46740054,-23558807,355030812000038,3550308005105,12,BUTANTA,10,BUTANTA,Oeste,Oeste,Museu de Arqueologia  e Etnologia da USP,,"Av Prof. Almeida Prado, 1.466",3091-5042,Cidade Universitária,05507-000,5,2,1989
396,-46725953,-23565600,355030812000038,3550308005105,12,BUTANTA,10,BUTANTA,Oeste,Oeste,Museu de Farmácia (vinculado - Faculdade de Ciências Farmacêuticas/FCF),,"Av Prof. Lineu Prestes, 580 (ao lado da Diretoria)",3091-3674/3677,Butantã,05508-900,5,2,1905/06/14
397,-46722305,-23565775,355030812000025,3550308005105,12,BUTANTA,10,BUTANTA,Oeste,Oeste,Museu Biológico do Instituto Butantã,,"Av Dr Vital Brasil, 1.500",3726-7222,Butantã,,5,2,1901
398,-46719863,-23565731,355030812000025,3550308005105,12,BUTANTA,10,BUTANTA,Oeste,Oeste,Museu Histórico de Instituto Butantã,,"Av Dr Vital Brasil, 1.500",3726-7222,Butantã,,5,2,1981
399,-46718247,-23567095,355030812000025,3550308005105,12,BUTANTA,10,BUTANTA,Oeste,Oeste,Museu de Microbiologia do Instituto Butantã,,"Av Dr Vital Brasil, 1.500",3726-7222,Butantã,,5,2,2002
400,-46715088,-23562092,355030812000038,3550308005105,12,BUTANTA,10,BUTANTA,Oeste,Oeste,Museu da Educação e do Brinquedo,,"Av da Universidade, 308 bloco B - sala, 42",3091-2353,Cidade Universitária,05508-900,5,2,1999
401,-46714636,-23564409,355030812000025,3550308005105,12,BUTANTA,10,BUTANTA,Oeste,Oeste,Paco das Artes,,"Av da Universidade, 1 - USP",3814-4832,Cidade Universitária,,5,2,1970
402,-46712838,-23564863,355030812000025,3550308005105,12,BUTANTA,10,BUTANTA,Oeste,Oeste,Museu do Crime - Academia de Policia Dr. Coriolano Nogueira Cobra,,"Pc Reynaldo Porchat, 219 Portao 1 - 2¬ andar, ala 4 USP",3813-2233 r. 266,Cidade Universitária,05507-040,5,2,1930
403,-46712197,-23563092,355030812000038,3550308005105,12,BUTANTA,10,BUTANTA,Oeste,Oeste,Coleçao de Artes Visuais do Instituto de Estudos Brasileiros da Universidade de São  Paulo - IEB/USP,,"R Prof. Mello Moraes, 140",3091-3247,Cidade Universitária,,5,2,1962
404,-46726593,-23555741,355030812000038,3550308005105,12,BUTANTA,10,BUTANTA,Oeste,Oeste,Museu da Anatomia Veterinária - MAV Prof. Plinio Pinto e Silva,,"Av Prof. Lúcio Martins Rodrigues, Trav 4, Bloco 7 - USP",3091-4234,Cidade Universitária,05508-900,5,2,1984
405,-46724712,-23554243,355030812000038,3550308005105,12,BUTANTA,10,BUTANTA,Oeste,Oeste,"Museu de Rochas, Minerais e Minerios (vinculado ao Instituto de Geociências - IGc)",,Av Prof. Martins Rodrigues,3091-3952,Butantã,05508-900,5,2,
406,-46721859,-23559590,355030812000038,3550308005105,12,BUTANTA,10,BUTANTA,Oeste,Oeste,Museu de Arte Contemporânea - MAC,,"R Reitoria, 160  - Predio Novo da Reitoria",3091-3035,Cidade Universitária,05507-000,5,2,1963
407,-46721965,-23559371,355030812000038,3550308005105,12,BUTANTA,10,BUTANTA,Oeste,Oeste,Museu de Ciências da USP (MAC-USP),,"R  da Reitoria, 109, Bl. L, Sala 104",3091-3252,Cidade Universitária,05508-900,5,2,2001/05/04
408,-46720283,-23558211,355030812000052,3550308005105,12,BUTANTA,10,BUTANTA,Oeste,Oeste,Colecao Mário de Andrade (Biblioteca do IEB),,"Av Professor Melo Moraes, 1235 - bloco D,  2¬ andar",30913467.000000,Cidade Universitária,,5,2,1962
409,-46719978,-23558727,355030812000052,3550308005105,12,BUTANTA,10,BUTANTA,Oeste,Oeste,Instituto de Estudos Brasileiros da USP,,"Av Prof. Mello Moraes, travessa 8, 14",3818-3427,Cidade Universitária,,5,2,1968
410,-46684073,-23579442,355030862000114,3550308005053,63,PINHEIROS,11,PINHEIROS,Oeste,Oeste,Museu da Casa Brasileira,,"Av Brig. Faria Lima, 2.705",3032-3727,Jardim Paulistano,,5,2,1970
411,-46670972,-23556026,355030845000125,3550308005025,44,JARDIM PAULISTA,11,PINHEIROS,Oeste,Oeste,Centro Histórico-cultural de Enfermagem -beroamericana,,"Av Dr Eneas Carvalho Aguiar, 419",3066-7542,Jardim América,,5,2,1992
412,-46670472,-23554672,355030845000171,3550308005025,44,JARDIM PAULISTA,11,PINHEIROS,Oeste,Oeste,Museu Histórico de Faculdade de Medicina da USP (Prof. Carlos da Silva Lacaz),,"Av Dr Arnaldo, 455 - 4º  Prédio Principal",3066-7249,Jardim Paulista,01246-903,5,2,1977
413,-46670472,-23554670,355030845000171,3550308005025,44,JARDIM PAULISTA,11,PINHEIROS,Oeste,Oeste,Museu Coroplástico Augusto Esteves,,"Av Dr Arnaldo, 455 - 2º",3066-7000,Pinheiros,,5,2,1980
414,-46671277,-23554013,355030845000171,3550308005025,44,JARDIM PAULISTA,11,PINHEIROS,Oeste,Oeste,Museu Tecnico-Científico Oscar Freire,,"R Teodoro Sampaio, 115",3085-9677,Cerqueira César,05405-000,5,2,
415,-46673390,-23546381,355030860000054,3550308005026,61,PERDIZES,8,LAPA,Oeste,Oeste,Casa Guilherme de Almeida,,"R Macapá, 187",3673-1883,Sumare,,5,2,1979
416,-46667693,-23529396,355030806000015,3550308005029,06,BARRA FUNDA,8,LAPA,Oeste,Oeste,Museu Geolgico do Estado Waldemar Levrcve,,"Av Francisco Matarazzo, 455 Parque da Água Branca",3673-6797,Barra Funda,,5,2,1967
417,-46697792,-23520513,355030848000010,3550308005058,48,LAPA,8,LAPA,Oeste,Oeste,Estacão Ciência - USP,,"R Guaicurus, 1.274/1.394",3673-7022,Lapa,05508-900,5,2,1987/06/24
418,-46665078,-23527091,355030806000003,3550308005029,06,BARRA FUNDA,8,LAPA,Oeste,Oeste,Memorial da América Latina - Pavilhão da Criatividade,,"Av Auro Soares de Moura Andrade, 664",3823-9611/4600,Barra Funda,,5,2,1989
419,-46626735,-23640031,355030827000140,3550308005091,27,CURSINO,13,IPIRANGA,Sul,Sul 1,Museu Botânico Dr. Joao Barbosa Rodrigues,,"Av Miguel Estéfano,  3.031",5073-6300,Saúde,,5,2,1942
420,-46657044,-23584975,355030832000011,3550308005049,53,MOEMA,12,VILA MARIANA,Sul,Sul 1,Museu da Aeronáutica,,Pavilhão Lucas Garcez - Parque Ibirapuera,6412-6727,Ibirapuera,,5,2,1959
421,-46653135,-23587415,355030832000011,3550308005049,53,MOEMA,12,VILA MARIANA,Sul,Sul 1,Museu de Arte Contemporanea - MAC,,"Av Pedro Álvares  Cabral, s/n, portao 3 - Pavilhão Cecílio Matarazzo 3º piso",5573-9932,Parque Ibirapuera,,5,2,1963
422,-46647554,-23584675,355030832000012,3550308005049,53,MOEMA,12,VILA MARIANA,Sul,Sul 1,Museu do Instituto Biológico,,"R Dr Amâncio de Carvalho, 546",,Vila Mariana,,5,2,2004/01/08
423,-46636525,-23549640,355030878000005,3550308005001,80,SE,9,SE,Centro,Centro,Museu da Faculdade de Direito da USP,,"Lg do São  Francisco, 95",3111-4033/4037,Centro,01005-010,5,2,1999
424,-46632828,-23551471,355030878000004,3550308005001,80,SE,9,SE,Centro,Centro,Museu do Tribunal de Justiça do Estado de São  Paulo,,"Pc da Sé, s/n - 2  Palácio da Justiça",3105-7533,Centro,,5,2,1995
425,-46638417,-23534727,355030866000115,3550308005003,67,REPUBLICA,9,SE,Centro,Centro,Estação Pinacoteca,,"R Gal Osório, 66, 3º piso",3337-0185,Luz,,5,2,1905
426,-46638382,-23534712,355030866000115,3550308005003,67,REPUBLICA,9,SE,Centro,Centro,Memorial da Liberdade,,"Lg Gal Osório, 66",3337-0185,Campos Elíseos,,5,2,2002/07/04
427,-46634798,-23534591,355030809000012,3550308005004,09,BOM RETIRO,9,SE,Centro,Centro,Museu da Língua Portuguesa,,"Pc da Luz, s/n",3326-0775,Centro,,5,2,2006/03/20
